ID;Nombre;Edad;Ingreso_Mensual;Fecha_Registro;Suscripcion_Activa;Categoria;Puntaje
668;François-668;26;5551.0;2019/01/10;NO; a ;68.55
258;Lía-258;34;$3.324,95;2019-11-14;T;A;77.39
972; Tech–Labs_972 ;69;5158.88;2024-02-16T00:00:00;NO; b ;106.37
1874; André_1874 ;51;6642.0;2019-09-28;SI;a;57.99
428; Ñandú 428 ;36;7149.0;2024-01-05;1;N/A;76,17
638;Tech–Labs-638;68;$8.268,97;2022-07-20;True;;106.81
1557;François 1557;28;5347.0;2024-04-23;False;B;103.18
375;Niño-375;39;3.766,31;30/03/2022;True;;78,68
749;François 749;59;7970.0;03-01-2019;1;A;58.04
6;José-6;59;4747.0;2021-09-02;1;B;48.62
681; García_681 ;33;3481.0;2020-03-27;T;a;80.0
1462; Tech–Labs_1462 ;26;4735.0;31/01/2020;NO;c;91.99
928;André 928;47;5867.0;2022/01/24;T; D ;48.1
1056;Niño_1056;121;8322.19;18/12/2021;1;Z;94,26
981;Müller-981;61;$7.923,17;23/11/2020;NO;a;45.62
712;Ana_712;63;2869.0;0000-00-00;T;A;71,72
1959;José 1959;25;2319.21;0000-00-00;true;c;49.99
1264;Tech–Labs_1264;62;7978.93;;true;D;50.6
73;Sofía_73;65;$6.992,15;27/04/2022;True;D;89.03
502; Ñandú 502 ;50;5859.0;0000-00-00;True;;76.16
1852;O'Connor 1852;40;$8.794,38;2024/11/22;True; N/A ;32.31
1338;Lía 1338;50;;0000-00-00;NO;N/A;60.63
210;García 210;44;4412.0;2021/08/17;T;c;70,25
1058;Sofía_1058;52;;0000-00-00;0;D ;87.4
1984; Usuario 1984 ;52;7063.0;2023-04-18;True; b ;32,53
1943; Renée 1943 ;56;8050.0;31/02/2022;False; D ;76.16
1254; Ñandú-1254 ;51;4590.0;18/04/2021;T;A;53.72
14; Ana_14 ;53;6911.0;2020-03-31;True;c;75.64
1187;Usuario_1187;26;6753.0;0000-00-00;1;Z;82.29
1073;María_1073;42;5731.0;01/04/2023;1;C;60,11
369;Ñandú_369;19;5874.0;2025-07-29;False; b ;65.71
155;Renée_155;28;;27-07-2023;SI;;44.96
319;Tech–Labs 319;47;8276.0;0000-00-00;SI;c;105,89
1825;Ñandú_1825;48;6600.0;10/02/2021;True;B;97.44
1466;"Compañía ""ACME""_1466";69;4.026,09;31/02/2022;False;A;91.97
1468;María_1468;63;$3.543,19;2022-09-19;False;C;77.62
1227;Tech–Labs 1227;35;7851.0;2020-11-09;True; b ;99,80
908;Usuario-908;40;2969.0;31/02/2022;NO; D ;99.65
1631;Sofía_1631;38;$6.287,78;17-04-2019;SI;B;55.48
135; André-135 ;33;6455.0;2023-09-16;T;Z;62.93
1677;O'Connor 1677;N/A;5.960,99;2019-05-27;1; b ;108.79
1059;Usuario 1059;44;2.966,43;0000-00-00;True;N/A;84.13
1748;Renée 1748;25;2.887,35;2019-06-03;false;D ;104.74
1422; Sofía 1422 ;37;8523.10;2021-05-21;true; a ;99.35
825; François_825 ;50;$3.996,16;2022/09/13;False;a;103.66
1253;O'Connor 1253;43;$4.886,55;2024-04-13;false;c;80.54
16;Ana_16;62;4.062,44;06/03/2019;1; N/A ;31.25
648;François 648;46;$5.162,81;31/02/2022;True;;49.23
1032; Renée-1032 ;36;7618.0;2023/07/23;F; B ;56.19
559;Ñandú 559;51;6857.0;2019-12-07;NO;D;57.4
1983;Müller 1983;57;4.411,59;27/06/2022;SI;N/A;96.63
788;García 788;67;3135.0;0000-00-00;T;a;85.97
765;José_765;63;$4.915,06;2023-05-29T00:00:00;true;D ;82.96
957;Niño-957;43;$2.923,08;2021-11-09T00:00:00;0; b ;82.15
1146;"Compañía ""ACME"" 1146";20;2882.0;2021-05-20;T;Z;78.05
1472; García-1472 ;37;3067.0;08-05-2019;NO;N/A;84.89
131;Sofía-131;68;-;2019-05-18;1; Z ;104.13
279;O'Connor_279;37;8072.68;2022-11-11;SI; Z ;54.96
1242;Tech–Labs 1242;36;3.993,08;0000-00-00;0;a;41.15
1831;Ana_1831;46;2532.0;2020-05-08;NO;c;92.18
1393; García_1393 ;44;8.431,81;21/04/2024;True;c;103.18
1403;Tech–Labs_1403;45;2020.0;2021-11-04;NO;D;40,88
250;Müller 250;40;5170.0;2021/11/09;False; D ;109.59
709;Sofía-709;57;7.041,66;30/08/2022;NO; b ;77.77
612;Müller 612;55;4005.0;2020/02/02;F;D;63.09
197;Tech–Labs_197;68;-;24-02-2019;false; b ;105.69
469;Ñandú 469;68;5157.0;2020-08-10;true;a;34.98
1888;François_1888;29;7929.0;21/04/2025;false;Z;65.77
570;Usuario 570;68;;0000-00-00;False; C ;78.17
948;Usuario_948;44;3.270,00;22/02/2024;false;C;36.48
1647; José 1647 ;32;-;2019-12-31;1;B;107.44
1733;O'Connor_1733;50;6.988,56;2022-06-08;NO;c;45.03
1881;Renée-1881;69;$5.007,25;09/05/2025;True;c;108.48
137;André-137;68;7124.0;2023-01-29T00:00:00;1; b ;52.29
483; José 483 ;-5;7906.0;0000-00-00;SI;Z;70,42
234;O'Connor-234;41;8331.0;26/01/2022;0;N/A;100.8
934;Niño 934;53;7018.0;2022-11-10;NO;A;83,11
551;" Compañía ""ACME"" 551 ";47;$2.442,66;2024-10-23;SI;A;40.86
883;José 883;56;5847.0;2021-05-25;1;a;103,31
631;"Compañía ""ACME"" 631";22;5645.0;07-03-2025;False; a ;73.75
204;García 204;27;4198.0;31/02/2022;False;Z;100.12
815;Usuario 815;66;7074.0;31/02/2022;T;A;71.03
1496; O'Connor-1496 ;30;6086.0;27-10-2020;T;D ;74.97
1679;Müller 1679;18;5498.0;2022-12-15;True; b ;45.56
891;Usuario 891;58;4463.0;2020-12-26T00:00:00;SI; N/A ;95.63
1218;José-1218;53;8.980,38;2023-01-29T00:00:00;F;C;53.0
1812;"Compañía ""ACME""-1812";36;6462.0;2020-07-03;False;D ;101.5
1991;Niño 1991;68;4552.0;20-07-2021;0; b ;38.31
1398;André 1398;43;6179.0;;SI; D ;104.66
814;Müller 814;42;4535.0;2024-04-16;true;D;101,19
977;Niño 977;25;6050.0;28/05/2025;NO;N/A;73.22
1597; O'Connor 1597 ;29;8052.0;25/07/2023;1;a;31.24
603;"Compañía ""ACME""-603";59;$7.621,47;20/10/2021;F;D;64.62
317;José 317;-5;5374.0;2025-05-23;False;D ;48,88
1957;Ñandú 1957;62;4.212,64;31/02/2022;true;B;71.64
1521;Ana-1521;30;5.788,23;06/12/2020;True;N/A;72.21
37;José-37;28;—;2019-10-21;False; N/A ;59.42
562;Sofía_562;28;8.652,16;21/11/2024;1;a;56.07
680;Tech–Labs 680;23;3.855,61;2023-02-15;SI; ;106,20
1689;María 1689;29;8005.0;2021-08-22;F;A;76,81
1612;José 1612;25;$8.723,13;2020/01/08;1; D ;70.3
964; José_964 ;68;6141.0;2020-08-22T00:00:00;T;N/A;103.93
1799;Sofía-1799;55;8030.0;2023-04-06T00:00:00;1; D ;100.79
1927;"Compañía ""ACME""_1927";57;4550.0;;NO; B ;38.09
798;"Compañía ""ACME""_798";34;2924.0;2024-04-22T00:00:00;true;;74.15
513;Ana_513;37;4.044,72;2024-04-12;1; ;83.54
1360;Lía 1360;57;6994.75;2019-08-19;NO;C;93.3
966;Müller-966;0;8150.0;2020/01/01;1; C ;54.58
973;O'Connor-973;58;3.464,06;2023-02-28;1;Z;76.54
995; García 995 ;46;7506.0;24-09-2022;0;B;89.38
918;André-918;26;$4.182,67;2022-03-16;False;A;43.52
1714;Niño_1714;48;6.107,64;26/05/2022;true;A;70.46
1712;Lía 1712;43;7158.0;2022-03-30;NO;D;104.44
1566;Sofía_1566;55;NaN;2024-11-22;True;a;30,78
1489;María 1489;56;—;2019-12-25T00:00:00;SI;D;87.16
1097;André-1097;N/A;8836.0;2024-11-25;True;a;53.12
464; Renée-464 ;50;2894.0;2025-07-02;true;B;84,70
1822; Tech–Labs-1822 ;33;2.854,83;2020-10-26;True;N/A;87.62
162;Ñandú 162;61;3908.74;2022-03-06;False; b ;46.4
1132;Renée-1132;-5;5836.0;;0;A;94.45
1015; François_1015 ;121;7.730,97;07/05/2019;T;N/A;63.27
713;José 713;68;8864.0;2020/01/25;False;N/A;93.98
276;Ana 276;58;2886.0;2025-01-13;0; b ;53.87
380;Ana_380;39;$2.243,11;14-07-2020;0;C;39.31
1143; Tech–Labs 1143 ;38;6517.71;2023-06-30;True;c;83.35
70;Müller-70;47;2119.0;2021-04-10;False;D ;64,68
264;Niño 264;27;$5.508,29;24/04/2023;True;A;42.86
333;O'Connor_333;121;7.773,52;31/02/2022;0;B;76.17
1486;María 1486;28;4243.0;2024-02-10;NO;B;67.74
1386;Lía 1386;52;5761.0;25-03-2025;T;;52.25
151;Ana_151;38;7622.03;2025/07/25;1; D ;43,87
1541;Ana_1541;58;3465.13;31/02/2022;NO;Z;100.5
77;Usuario-77;43;—;2023-06-24T00:00:00;SI;D ;43,86
432;André 432;56;5137.0;2024-11-29T00:00:00;SI; b ;92.7
1099;Tech–Labs_1099;36;4481.0;31/02/2022;true;c;70.27
1752;Ñandú 1752;46;7266.0;2019-09-16;true;A;77.44
1974;Ana 1974;35;3.563,25;24/06/2019;true;D ;69.81
170;José-170;24;8697.0;2023-01-11T00:00:00;T;Z;43,34
1442;Niño-1442;25;;2025-02-20;1;D;84.61
1858;François_1858;64;4.866,49;0000-00-00;True;Z;105.44
186;Tech–Labs_186;58;8387.0;2020-06-20;0;a;99.08
66;Renée_66;39;5.769,62;2022-02-22;false; C ;97,11
1127;"Compañía ""ACME""-1127";69;$5.701,06;2021-12-05T00:00:00;true;Z;89.33
473;François 473;32;8747.0;20/02/2021;F;;49.1
86;Niño_86;68;5267.0;2021-04-05;0; C ;85.74
1903;Sofía-1903;51;3421.0;13/11/2020;0; c ;96.73
1268;José_1268;20;6124.0;0000-00-00;NO; b ;31.97
1919; Ñandú-1919 ;53;;11/08/2020;False;C;54.69
167;Usuario-167;57;5762.0;0000-00-00;true;;65.1
1844;"Compañía ""ACME"" 1844";23;NaN;2024-04-25;False;D ;59.81
500; Niño 500 ;30;3138.0;2020-10-07;True; a ;83.66
172; Usuario-172 ;46;3120.0;08/08/2021;SI;c;41.45
1474;Lía-1474;44;4362.0;2025-02-02T00:00:00;True;D ;91.31
49;André 49;46;6973.0;2019-12-04;0;A;68.85
1698; Renée 1698 ;39;3.494,84;2020-03-27T00:00:00;true;;82.07
1068;Niño 1068;46;4.549,70;2023-02-09;False;B;32.66
98;François-98;-5;2953.0;2023-03-23;1;D;64.09
1606; Tech–Labs 1606 ;66;3232.24;2020-03-18;1;a;100.26
1681;O'Connor-1681;33;3025.71;21/12/2022;1;a;63.8
1508;Lía 1508;41;6039.0;;NO;D ;62.51
174;O'Connor 174;55;6910.0;2025/03/25;1;D ;66.56
1144;André-1144;52;7133.09;2024-01-04;True;N/A;72.21
1109;Müller-1109;38;5168.0;2024-10-22;SI;A;107,42
628;André-628;64;6781.0;2023-11-12;1;D;104,45
1136;" Compañía ""ACME""_1136 ";37;8701.0;2021-06-17;NO;;69.39
1817;Usuario-1817;47;3.145,42;2020-07-14T00:00:00;False;N/A;103.74
335;Niño_335;N/A;8924.0;0000-00-00;0;a;100.28
645;María 645;53;5318.0;2020/10/28;False;;106.39
1150; García-1150 ;28;2739.0;26/03/2023;1;;95.05
896;José_896;62;6590.0;2023-05-29;False;N/A;101.84
821;Müller_821;29;$7.918,92;02/07/2022;True;B;57.01
1776;Ñandú-1776;44;8.882,27;2019-03-11;0;D ;98.47
1030;María-1030;18;4476.0;22/05/2020;False;Z;39,74
1482;María-1482;24;2.889,23;2024-08-20T00:00:00;True;A;32.88
1537; Ana-1537 ;N/A;2440.0;2024-02-04;true;B;52,99
971;André 971;42;4665.0;21/05/2020;true;;82.78
848; García-848 ;42;7.698,23;2022-01-01;1;Z;90.09
1022; Tech–Labs_1022 ;40;4.987,81;2022-08-19;1; Z ;32.02
1339; Niño_1339 ;49;7764.0;31/02/2022;False;B;96,40
1295; Renée 1295 ;18;7.577,34;2023-04-09;0;D ;70.05
1519;O'Connor-1519;31;5879.0;2021-11-23T00:00:00;false; b ;39.83
1782;François_1782;121;$6.833,38;2021/05/23;T;B;74,54
1287;Tech–Labs-1287;43;3840.42;2020-12-27;false;B;84.96
1853;O'Connor-1853;49;4682.0;20/12/2021;false; c ;32.59
683;Müller 683;20;5.062,82;31/02/2022;True;D ;73,91
718;García-718;30;6351.06;24/05/2021;false;B;69.29
458;Renée 458;37;2874.0;2023-01-04;F;B;57.67
936;Müller_936;38;4.893,17;2023-10-18;false;N/A;57.28
1464;François 1464;69;4277.0;2019-07-01T00:00:00;SI;B;38.23
750; José-750 ;57;4621.0;0000-00-00;True;D ;59.56
1406;Sofía-1406;68;6756.0;09/08/2023;NO;C;34,23
1420;García_1420;35;8552.0;27/10/2021;0;c;69.46
173;Müller 173;21;6612.0;2023-07-17;F; C ;90,37
793; André_793 ;37;7263.0;30-07-2021;T;C;82.72
880;"Compañía ""ACME"" 880";64;2807.58;2023-10-10T00:00:00;1;C;96,18
1693;Ñandú-1693;32;7625.0;2024-09-06;T;A;63.26
1682; André 1682 ;30;4022.0;2025-02-20;F;N/A;59,02
1267;Renée 1267;46;3017.0;0000-00-00;NO;D ;109.81
1754;François-1754;53;3100.0;03-11-2020;0;D ;38.0
1975;Ana_1975;19;6150.0;16-04-2023;F; b ;41.5
1341;François 1341;50;3777.29;08-09-2023;True; C ;68.87
1787;Tech–Labs-1787;64;8450.0;26-01-2020;True; B ;103.02
386;Ana 386;63;4946.0;14-05-2024;0;B;96.02
1265;François-1265;59;5258.0;2020/04/15;1;Z;95.69
117;Müller 117;18;7358.0;2025-02-02;SI; b ;60.14
657;Lía 657;54;$3.390,23;2019-02-09;NO;Z;33.81
625;García-625;43;4409.56;2019-01-26;True;N/A;97.78
1387;François 1387;49;6.055,26;2021-12-25;True;;36.13
1381;Renée-1381;57;2928.0;2024-05-05;False;N/A;69.35
780;Niño 780;36;$8.217,60;2022-07-23;T; ;75.56
1470;Lía-1470;61;2966.0;08/06/2021;False; D ;64,43
1298;García 1298;43;$3.322,68;2022-01-03;False; b ;53.38
702; Lía_702 ;53;4093.0;2020-09-09T00:00:00;NO;N/A;89,15
1076;Tech–Labs 1076;63;4374.0;31/02/2022;F;D;86.45
1310; Sofía 1310 ;55;$3.279,51;;1;c;70.03
1467;André 1467;37;8792.0;2025-03-18;T;c;72.36
669;"Compañía ""ACME""-669";34;$8.579,24;17/07/2023;true;N/A;90,72
1180;O'Connor 1180;54;8496.0;31/02/2022;False;A;73.07
152;André 152;26;2242.0;2021-11-29;False;c;85.76
1946; François_1946 ;47;7351.0;2021-09-02T00:00:00;F;D;94,24
1758;Ñandú-1758;40;8081.0;2022-10-20;SI;a;81.18
268;"Compañía ""ACME""_268";24;3247.0;2021-09-20;false;D ;57,35
189; Ana-189 ;24;5572.0;2024-02-23;True;N/A;54.92
1633;Sofía-1633;35;5062.0;2022-01-01;F; b ;78.88
1213;José-1213;55;$8.099,51;2024-11-26;NO;A;99.57
283;María-283;63;8.342,02;2019-12-15;True;Z;40.5
475;"Compañía ""ACME"" 475";42;$5.970,71;31/02/2022;true;B;61.26
836;Usuario 836;44;3344.0;24/11/2024;T;C;94.12
1731;Ñandú_1731;36;3159.0;2020-01-22T00:00:00;1; N/A ;48.51
1520; José_1520 ;50;5.363,68;2019/01/24;SI;B;96.45
308;García 308;66;8563.0;27-06-2022;False; a ;88.02
829;Ñandú 829;N/A;8751.0;2020-05-12;True; D ;61,83
1371;Niño-1371;57;8.343,87;2024-05-23;1; A ;83,54
1412;Usuario-1412;64;$5.285,23;2019-11-17;True; b ;103.65
85;Niño_85;34;NaN;2023/06/14;false;C;57.25
349;Ana_349;52;2105.35;09/08/2023;false;D;61.99
1862;Lía_1862;48;4396.58;02/08/2020;False;Z;82.07
968;Lía 968;-5;6.633,24;2021-12-13;T;a;67.34
986;García 986;46;3725.0;28-09-2019;false;A;78.83
1414;André_1414;0;$6.841,34;2024-12-03;1;B;105.83
142;García_142;69;2638.0;25/02/2019;false;;68.76
409;Ñandú_409;25;5576.86;31/02/2022;True; C ;35.77
512;Ñandú_512;63;7886.0;2020-10-22;F; Z ;35.09
247;María-247;69;7.703,19;26-08-2022;0; b ;78.62
655;Niño_655;62;8696.0;0000-00-00;NO;C;77.5
851;Müller-851;61;8.305,86;2025-07-26;false;N/A;58.54
1719;Lía 1719;59;7912.0;2021-09-19;True;;34.9
376;Müller-376;29;4785.13;2020-04-25;1;B;48.19
569;François-569;55;—;03-02-2020;true;Z;78.46
1380;Lía-1380;56;4513.0;2023-11-09;SI;c;34,43
1432;François 1432;57;5.551,26;0000-00-00;False;C;60.72
1509; Ñandú 1509 ;62;$3.239,96;0000-00-00;SI;D;62.86
529;Sofía 529;36;6551.0;29/07/2024;0;D ;50.65
911;José-911;69;8424.0;0000-00-00;0;B;58.89
1207;Müller 1207;46;5875.0;02/11/2022;0;B;50.07
347;François-347;38;6882.0;31/12/2023;SI;A;43,31
679;"Compañía ""ACME""-679";66;4240.0;2023-01-16T00:00:00;false;Z;87.48
1641;Ana-1641;68;2549.0;2022-02-11T00:00:00;True; b ;88.74
1727;Tech–Labs-1727;45;5.130,51;07/04/2019;1;B;83.74
303;Müller-303;49;5.665,69;23-10-2020;True; b ;56.59
1362;Renée_1362;52;7057.0;2020-11-03;F;C;51.88
38;Ana 38;N/A;3930.15;2020/08/31;F; Z ;42,06
1933;Usuario 1933;25;3485.0;2025-08-22T00:00:00;SI;B;44.5
1529; Tech–Labs-1529 ;58;2145.75;2021-05-23;0;;98.56
99;García_99;57;4.993,26;02/05/2022;T;;36.51
1583;Tech–Labs-1583;69;7387.0;2020-08-18;False; a ;58.79
1500;Müller-1500;39;6049.0;2023-08-13;False;c;62.82
1865;Ana-1865;60;$3.908,09;2021/04/03;T;A;109.28
599;" Compañía ""ACME""_599 ";66;—;2020-04-15;True;;69.51
1006;"Compañía ""ACME"" 1006";68;7791.0;21/04/2019;False;Z;63.09
777; André 777 ;41;2991.0;0000-00-00;false;D;96.97
1912;Müller 1912;63;$2.279,18;2023-06-07;0;D ;87.25
667; Sofía-667 ;48;8175.58;18/01/2025;false;c;92.45
1788;André-1788;58;$2.232,06;2025-05-07;NO;A;96.92
251;José_251;59;2849.0;31/02/2022;NO;B;42.31
734;François 734;45;4.294,46;2019-05-27;True;N/A;56.85
1228;Usuario 1228;35;4.869,94;2023-11-25;NO;D;82.8
1533;José-1533;47;8.843,81;2022-10-18;False;C;104.68
163;Renée 163;52;-;2024-01-30;True; b ;92.52
1981;Ana_1981;58;8.245,56;2020-04-25;false; b ;51.01
1937;François_1937;-5;$4.780,58;2023-12-03;false;N/A;30.03
727;García_727;62;2661.0;27-04-2025;False;A;84.16
879;Usuario 879;30;3151.0;10/05/2024;NO;Z;35.61
287; O'Connor-287 ;19;2394.63;13/03/2019;SI; b ;67.17
1473;Ana 1473;121;7986.0;;True;Z;98.16
1639;Niño-1639;23;4586.0;14/09/2023;True; a ;90.6
354;María_354;62;4938.0;0000-00-00;False;Z;81.04
1391;Renée 1391;41;4665.0;31/02/2022;1;c;71.54
1599;García 1599;33;7019.0;2024-01-17;True;C;101.53
580;García-580;22;—;2019/09/14;True;N/A;97.67
139;François-139;66;—;2025-04-15;False;D;68.49
454;André_454;63;$6.283,56;2023-06-08;false;;82.56
1894;José_1894;35;$5.897,17;19-11-2019;False;D ;61.66
835;Usuario-835;29;7112.0;10-08-2021;0;B;45.13
675;García_675;64;6287.0;2019-03-06T00:00:00;T; ;54.96
46;Sofía-46;36;3154.0;2020-02-08;True; B ;100.97
1701;Lía_1701;20;NaN;2025-07-09;False;c;78.88
1791;José 1791;59;2427.0;2021-01-01;False;B;107.85
543;Müller-543;47;3889.0;0000-00-00;true;B;66.01
259;André-259;20;7985.0;2024-09-18;False;D;75.26
733; O'Connor 733 ;64;4979.0;04-11-2020;False;;71.54
1124;"Compañía ""ACME""-1124";66;3716.0;09/07/2024;true;a;102.76
1060;Renée_1060;50;7603.0;21/01/2025;True; b ;70.89
1721;María-1721;42;4397.83;2020/01/22;false;C;38.42
153;"Compañía ""ACME""_153";41;2467.0;0000-00-00;true;a;99.24
588;María-588;56;7.789,52;06/04/2023;F;D ;47.17
959;Ana-959;31;7161.0;15/02/2020;T;a;104.6
1208;Renée_1208;48;6992.70;16/03/2025;False;D;79.21
1816;Usuario-1816;0;3316.0;2021/01/03;false; b ;80.96
1319;José 1319;68;6969.0;2019/11/16;0;C;33.7
913;Tech–Labs-913;51;NaN;2025/03/18;0; D ;57,59
1117;Niño 1117;26;7392.0;2019-04-27T00:00:00;true;D ;75.63
158;O'Connor_158;53;8402.32;2021-06-20;False; N/A ;56.93
522;María 522;-5;4140.98;18-12-2022;1; b ;67.58
1189;María 1189;45;8731.0;15/05/2021;False;a;67,94
1675;Sofía-1675;34;5810.0;11/03/2024;False;D;79,57
1871;Müller 1871;18;7.153,09;2020/12/24;F;A;108.48
164;"Compañía ""ACME""-164";28;8413.0;2024-01-26;False; D ;43,09
393;O'Connor 393;52;3.179,61;2021/06/01;F;B;44.22
1845;Lía-1845;69;3.285,25;2025-07-06;True;N/A;55.61
1516;François_1516;41;8.227,97;02/12/2021;SI; b ;50.1
503;Müller 503;37;2423.0;2019-09-27;1;Z;103,45
1813; Niño 1813 ;33;3883.70;22-04-2020;NO;D;49.53
818;María_818;47;3666.0;2022-06-14;0;A;62,52
1745;Sofía_1745;58;6102.86;2024/10/17;SI;a;70.03
34; Sofía 34 ;-5;8363.53;2021-05-04T00:00:00;1;c;52.29
876;François_876;64;$4.466,18;2024-04-23;NO; B ;74,05
1920;Lía_1920;18;3.973,10;2021-08-06;T; c ;35.12
622;María_622;51;$3.102,86;2022-05-26;T;B;76.58
1651;Renée_1651;20;4829.0;2020-03-17T00:00:00;F; Z ;90.29
1684; Renée-1684 ;N/A;4646.0;08-02-2021;1;a;84,99
600; Tech–Labs-600 ;0;5800.0;2021-06-24T00:00:00;False;a;41.13
1878;François-1878;21;3250.0;;True;N/A;62.94
238;García_238;30;7727.0;2024-03-29T00:00:00;True; b ;109.83
1794; García 1794 ;63;4415.0;2022-12-30;0;c;47.94
1040;François-1040;48;2066.0;2019-07-10;False; N/A ;48.49
646;Sofía 646;18;4.652,70;2021/09/06;SI;N/A;37.26
96;O'Connor 96;56;7161.0;2022/04/24;1;;34,60
1440;Usuario_1440;46;;2022-05-05;1;C;32.34
864;André_864;47;5806.0;2024-06-27;F;Z;49.21
1476;Tech–Labs-1476;51;5815.53;2025-03-01;false; c ;40.15
1554;Renée 1554;47;3.777,01;16/12/2019;F;D;45.78
1291; O'Connor_1291 ;23;2825.81;22-10-2021;True;C;34.5
224; Müller_224 ;52;-;0000-00-00;SI; A ;51.77
79;Renée-79;69;8905.0;2023-06-20;NO;A;98.52
1210;O'Connor_1210;121;;2023-04-03;NO; D ;55.95
1967;André 1967;28;2762.0;2022-07-27T00:00:00;false; c ;64.0
518;André_518;24;2771.0;30-11-2022;0;a;92.94
463;García-463;66;7976.0;31/02/2022;True;c;44.64
1013;García-1013;61;6.800,50;2024-02-17T00:00:00;false;;94.84
1494;André 1494;63;6916.16;31/02/2022;NO;A;44.71
983;García_983;23;5735.0;31/02/2022;0; B ;63.81
1176;Usuario 1176;121;5734.0;2022-05-29;True; ;66.02
217; Lía_217 ;60;6788.0;26-10-2022;F;C;49.63
394;Lía 394;33;—;25-04-2023;1; Z ;95.12
1480;Usuario 1480;18;4836.0;2019-10-20;False;B;101.31
598;Sofía-598;44;7571.0;2021-03-29;1;D;64.71
1209;García 1209;-5;2982.0;2021/07/04;True; D ;73.78
377; François 377 ;62;2340.0;2024-07-03;1;N/A;49.12
209;María-209;63;$6.831,80;2020/06/04;False; b ;73,33
839;Niño 839;68;3256.0;2024-05-22;0;A;48.75
1175;Müller-1175;32;3876.0;18/06/2021;0;c;48.06
492; Tech–Labs 492 ;50;3715.0;10/02/2019;NO;Z;89.17
1964; Ñandú-1964 ;46;—;2021-08-25;SI;a;84.94
353;Lía_353;21;3845.0;2022-11-09T00:00:00;True; b ;59.88
1855;O'Connor-1855;69;$2.132,58;03-02-2024;True;B;79.26
1084;François_1084;18;5888.51;31/02/2022;true;B;86.51
1913; O'Connor 1913 ;26;3703.0;0000-00-00;1; a ;59.36
738;María 738;30;6340.0;2021/04/11;False;;104.65
1972;García 1972;121;—;09/04/2024;F;D ;30.66
1824;" Compañía ""ACME"" 1824 ";40;$2.815,19;01-10-2021;T; b ;37,39
1038; Niño_1038 ;33;8008.0;2021-12-28;F; c ;66.68
832;Lía_832;27;6660.0;2025-08-28T00:00:00;True;D ;32.79
1128;José-1128;33;8.965,61;2022-02-26;false;C;34.1
1405; Renée 1405 ;22;2845.0;14/06/2024;0;c;62.59
862;Ana_862;68;4.011,75;2023/06/14;SI; b ;93.16
823;André 823;37;5477.0;31/02/2022;0;;99.65
647; José-647 ;47;5696.0;01/10/2019;false;;109.4
1658;Ñandú 1658;44;7069.46;2019-11-21;False;Z;40,09
20;Usuario 20;29;6598.0;18/10/2023;1;D;83,27
1188;Tech–Labs-1188;51;2771.92;2020-03-04T00:00:00;false;Z;49.4
585;Niño-585;33;8465.0;;SI;D;62.23
677;Sofía_677;66;$3.907,34;19/03/2019;SI;c;86.3
697;Ñandú 697;50;6840.0;06-01-2023;0; b ;51.69
1949;García-1949;32;3731.0;0000-00-00;True;Z;96.26
1053; Ana-1053 ;40;5197.0;2024-04-28T00:00:00;T;a;34.3
304;Niño-304;58;4971.0;0000-00-00;SI;c;84.42
1001;André-1001;58;8.256,43;2024-08-10;false;C;56.43
128;André-128;55;8881.0;22-08-2022;T;a;77.19
722;" Compañía ""ACME""_722 ";62;2802.0;31/02/2022;SI; c ;30.64
410;Renée_410;41;5088.0;2023-07-27;false; N/A ;70.69
1273; Ana-1273 ;27;8401.33;2022-04-26;False;;92.74
449;O'Connor 449;30;3885.0;20/04/2025;0;D;76.92
1194;Usuario_1194;48;4.607,50;09/01/2024;False;D ;70.16
1649; Usuario 1649 ;35;8048.0;28/02/2024;false; b ;91.17
1215;Tech–Labs 1215;40;4556.0;2022-09-07T00:00:00;false; Z ;105.01
1796;José 1796;45;5573.0;2022/05/15;0; N/A ;61.53
1260; Lía_1260 ;54;6574.0;2021/04/11;True;Z;73.63
1992;Lía 1992;0;4898.01;2024-06-23;False; D ;43.89
146;Ñandú 146;42;4.075,73;28/11/2021;1; D ;55.77
1804;Müller_1804;43;;15/11/2023;F; c ;38.65
907;María_907;53;3.884,46;2019-03-17;False; b ;52.99
179;"Compañía ""ACME""-179";35;-;2019/12/22;F;;103.5
643;François_643;59;4369.54;2021-08-01;NO;D;37,63
1361;O'Connor_1361;63;5.229,68;31/02/2022;True;c;106.18
1616;François 1616;27;5.003,72;31/02/2022;False;Z;40.17
1421;Lía_1421;22;5806.0;2025-08-11;False; b ;60.3
445;André 445;45;7066.0;;True;;81.41
447;"Compañía ""ACME""_447";32;4125.0;11-12-2024;True; C ;60.71
1955;O'Connor-1955;40;3860.0;0000-00-00;1; b ;54.77
858;Renée-858;45;6967.0;0000-00-00;SI;B;62.87
726;François-726;56;3236.0;2019-05-17;True;;36,21
245;Lía-245;54;6805.38;2023-01-03;F;N/A;100.74
1934;José 1934;69;5495.0;2021-01-26T00:00:00;1;D;105.09
1708;Tech–Labs 1708;24;2469.0;2023-09-21;False;Z;43.62
1365;Renée-1365;121;2340.0;2021/11/09;F;D ;69.92
579;María 579;42;4.958,36;2019-05-21;False;Z;90.27
1199;García-1199;33;;2024-09-15;NO; b ;98,63
241;Ñandú_241;42;6.435,04;2024-08-12T00:00:00;T;a;67.38
