order_id,Nombre,Edad,revenue,order_date,Suscripcion_Activa,category,Puntaje,status,region,product_name
884,Sofía 884,59,0.0,2023-01-21,False,Z,55.19,Completado,N/A,N/A
352,María-352,66,8441.0,09/08/2021,T,D ,"107,03",Completado,N/A,N/A
583,Renée-583,62,4092.0,31/10/2024,True,a,71.81,Completado,N/A,N/A
116, Ana 116 ,67,7124.0,2021-10-12,SI,a,60.12,Completado,N/A,N/A
1417,André_1417,47,8206.0,2020-11-17,false, C ,31.22,Completado,N/A,N/A
1775,André 1775,18,0.0,2019/09/17,NO,a,78.29,Completado,N/A,N/A
88,Tech–Labs 88,26,4786.0,27-01-2022,False,Z,63.01,Completado,N/A,N/A
1049,Lía_1049,41,5086.0,2019-08-05,1,,55.9,Completado,N/A,N/A
1400,García 1400,19,3436.0,2022-03-08,True,Z,92.65,Completado,N/A,N/A
555,Ana 555,52,7827.0,24/02/2021,true, D ,96.14,Completado,N/A,N/A
1145, Ñandú 1145 ,63,8665.0,25-09-2020,T, a ,38.11,Completado,N/A,N/A
121,"Compañía ""ACME"" 121",40,4724.0,2020-12-14,False, C ,97.97,Completado,N/A,N/A
1738," Compañía ""ACME""_1738 ",26,7041.0,2024-09-17,False,D,76.15,Completado,N/A,N/A
690,Usuario 690,34,0.0,03/09/2022,True,D ,74.44,Completado,N/A,N/A
32,Usuario-32,49,5304.51,,false,C,107.74,Completado,N/A,N/A
1202,Lía-1202,19,6873.0,2019-02-11,False,C,56.34,Completado,N/A,N/A
760,Müller 760,25,7944.39,2021-08-12,True,a,98.92,Completado,N/A,N/A
1585,Lía_1585,66,3312.0,27-12-2023,NO,a,106.3,Completado,N/A,N/A
1657, André 1657 ,23,2567.0,2021-09-08,F, b ,36.37,Completado,N/A,N/A
1753,Ñandú-1753,32,0.0,2022-10-20,false,,85.16,Completado,N/A,N/A
1115,Tech–Labs-1115,58,0.0,2020-08-31,true,A,37.18,Completado,N/A,N/A
168,Ana_168,50,0.0,2024-06-20,True, b ,35.33,Completado,N/A,N/A
1,Renée_1,56,7390.0,2022-02-04,false,,92.38,Completado,N/A,N/A
1368,Usuario-1368,36,2920.0,2021-04-04T00:00:00,T,D ,"106,99",Completado,N/A,N/A
757, Lía 757 ,34,2990.0,2023/12/18,0, b ,82.33,Completado,N/A,N/A
316,Sofía 316,52,0.0,18-12-2022,F,B,"77,90",Completado,N/A,N/A
1130,"Compañía ""ACME""_1130",33,0.0,19/09/2022,true,C,73.66,Completado,N/A,N/A
395,André-395,56,5292.0,2021-03-30,False, C ,82.46,Completado,N/A,N/A
1944,Müller 1944,59,6412.0,2020/02/02,True,A,101.01,Completado,N/A,N/A
1785, Niño 1785 ,55,0.0,25-06-2025,0,,60.65,Completado,N/A,N/A
1519,Ñandú-1519,21,0.0,23-07-2023,False,B,40.43,Completado,N/A,N/A
62,García 62,26,0.0,2020-06-21,True,c,94.81,Completado,N/A,N/A
1870,François-1870,35,0.0,2022-10-21T00:00:00,0,a,64.82,Completado,N/A,N/A
277,André 277,49,7069.0,12/04/2023,T,A,"99,44",Completado,N/A,N/A
1170,O'Connor 1170,19,6763.0,0000-00-00,NO,a,84.65,Completado,N/A,N/A
1353,Lía_1353,63,0.0,07-04-2021,1,,46.54,Completado,N/A,N/A
634,Ñandú_634,28,3546.0,12/05/2021,True, b ,49.36,Completado,N/A,N/A
684,Tech–Labs_684,28,0.0,31/02/2022,True,D,100.24,Completado,N/A,N/A
459,Müller_459,67,5141.0,23/11/2022,T, b ,31.75,Completado,N/A,N/A
1917,José-1917,44,0.0,31/02/2022,False,,41.99,Completado,N/A,N/A
185,José 185,26,2201.0,2025/06/18,True,B,30.37,Completado,N/A,N/A
1938,Ñandú-1938,-5,0.0,16/07/2020,true, ,82.13,Completado,N/A,N/A
554,Ana_554,47,0.0,2025-01-26,False,B,59.98,Completado,N/A,N/A
534,Tech–Labs-534,50,0.0,29-11-2023,False,A,83.49,Completado,N/A,N/A
389,Renée 389,31,0.0,2020/01/25,true,,30.03,Completado,N/A,N/A
1901,Usuario 1901,43,0.0,04/09/2019,SI, b ,30.99,Completado,N/A,N/A
133, Tech–Labs-133 ,19,5818.0,2019-02-12,false,D,49.21,Completado,N/A,N/A
130,André-130,55,0.0,2020-06-25,SI, b ,79.77,Completado,N/A,N/A
1110,García-1110,64,8079.0,25-02-2019,True,D ,76.92,Completado,N/A,N/A
1769,Sofía-1769,24,8431.21,10-12-2023,F, N/A ,87.52,Completado,N/A,N/A
723, Tech–Labs-723 ,29,0.0,2023-08-16,False, c ,58.55,Completado,N/A,N/A
1600,García_1600,34,0.0,14-10-2020,1,D ,78.3,Completado,N/A,N/A
871, André-871 ,44,4462.0,2022-06-22,True, C ,46.34,Completado,N/A,N/A
55,Niño-55,65,6642.0,2022-04-30,False,a,81.64,Completado,N/A,N/A
1047,Renée-1047,20,6689.0,2022-04-30,false,A,80.89,Completado,N/A,N/A
919,Usuario 919,48,4488.0,31/02/2022,True,D,81.03,Completado,N/A,N/A
1012,María-1012,,7428.0,03/11/2021,SI,a,96.45,Completado,N/A,N/A
1083,"Compañía ""ACME""-1083",24,7737.0,,True, Z ,49.89,Completado,N/A,N/A
1792,Usuario-1792,27,0.0,2019-05-15T00:00:00,false,,77.98,Completado,N/A,N/A
994,Lía-994,49,0.0,2021/06/08,true,,36.41,Completado,N/A,N/A
1605,Renée 1605,26,3725.0,0000-00-00,false,,88.36,Completado,N/A,N/A
1172,José_1172,26,5044.0,2022/11/21,F, A ,81.89,Completado,N/A,N/A
1066,Ñandú 1066,-5,0.0,2022-07-03T00:00:00,False, b ,30.86,Completado,N/A,N/A
629, María-629 ,37,0.0,31/02/2022,T,D ,106.63,Completado,N/A,N/A
739, François_739 ,56,8160.0,31/02/2022,True, b ,61.35,Completado,N/A,N/A
1735,Usuario-1735,65,4597.21,2024-12-31,SI,B,34.05,Completado,N/A,N/A
1139,José_1139,47,7190.0,24-04-2020,SI, b ,98.36,Completado,N/A,N/A
1197,Usuario_1197,39,2753.0,18/07/2023,false,D ,"35,50",Completado,N/A,N/A
271,Müller-271,34,4752.0,2019-01-22,True,B,79.67,Completado,N/A,N/A
1517,José_1517,42,3635.0,26-11-2022,False,D,44.83,Completado,N/A,N/A
1043,François_1043,26,5201.0,0000-00-00,False,D ,79.63,Completado,N/A,N/A
586,O'Connor_586,64,7409.0,31/05/2025,True,,62.1,Completado,N/A,N/A
1454, García 1454 ,62,8383.0,0000-00-00,SI,,38.5,Completado,N/A,N/A
19,"Compañía ""ACME""_19",59,0.0,22/12/2024,T,A,98.0,Completado,N/A,N/A
854,Tech–Labs 854,69,8589.0,31/02/2022,0, b ,39.35,Completado,N/A,N/A
344,María-344,23,4411.0,2021-06-09T00:00:00,False, N/A ,"71,70",Completado,N/A,N/A
1987,Sofía-1987,69,0.0,2021-06-25,T,,44.09,Completado,N/A,N/A
1945,Sofía 1945,37,3943.0,04-07-2021,0,Z,83.94,Completado,N/A,N/A
1838, Sofía 1838 ,69,0.0,2024-05-29T00:00:00,1,,31.19,Completado,N/A,N/A
1051, O'Connor_1051 ,64,0.0,0000-00-00,SI, b ,100.04,Completado,N/A,N/A
1376,André_1376,35,0.0,2020-03-28,0,a,"40,17",Completado,N/A,N/A
1195,José-1195,41,0.0,2023/01/24,False, ,"99,15",Completado,N/A,N/A
1861,Usuario_1861,66,8318.0,30/05/2022,false,,59.06,Completado,N/A,N/A
1385, García 1385 ,33,0.0,2022/12/18,True,C,36.56,Completado,N/A,N/A
991,Usuario-991,42,0.0,2023-11-22,True, C ,106.64,Completado,N/A,N/A
1067,María_1067,66,0.0,2019-03-20,NO, N/A ,"58,58",Completado,N/A,N/A
499,María_499,31,6646.0,28/01/2020,1,,93.08,Completado,N/A,N/A
1750,Niño_1750,20,0.0,20/02/2025,false,B,"37,49",Completado,N/A,N/A
1820, Lía 1820 ,46,7557.0,11-07-2022,False,D ,97.09,Completado,N/A,N/A
157,Tech–Labs 157,64,0.0,31/02/2022,False,,70.49,Completado,N/A,N/A
1021,Usuario_1021,60,5534.0,2024-04-24,False,D ,67.74,Completado,N/A,N/A
1630, André-1630 ,50,7202.0,02-06-2022,0, D ,49.14,Completado,N/A,N/A
615,François 615,43,5923.0,0000-00-00,false, b ,47.58,Completado,N/A,N/A
892, María-892 ,121,6051.0,06/01/2025,0,c,92.66,Completado,N/A,N/A
1075,François 1075,53,4721.0,02-01-2023,false,a,90.23,Completado,N/A,N/A
806,Tech–Labs 806,22,0.0,2025-04-04T00:00:00,1,D ,54.94,Completado,N/A,N/A
617,Niño_617,47,0.0,26/10/2023,False, D ,53.46,Completado,N/A,N/A
320,André-320,37,0.0,2024-07-13,true, ,72.68,Completado,N/A,N/A
321,Renée_321,66,0.0,2025-01-12T00:00:00,1,D ,99.14,Completado,N/A,N/A
1673,Ñandú-1673,62,0.0,2023-01-21T00:00:00,False, A ,92.69,Completado,N/A,N/A
804,María-804,21,8079.0,15/06/2019,True, D ,99.17,Completado,N/A,N/A
736,Renée 736,57,2448.0,2024-05-02,False,D ,70.01,Completado,N/A,N/A
211, José 211 ,21,0.0,2021-03-15,0,a,31.47,Completado,N/A,N/A
253,Lía-253,54,0.0,14/09/2021,False,D,68.13,Completado,N/A,N/A
298,O'Connor 298,64,4054.0,2020-04-03,False,,101.59,Completado,N/A,N/A
1098,José_1098,121,7325.0,2021/11/05,False,c,42.79,Completado,N/A,N/A
1929,Müller 1929,61,2011.0,2022-11-28,SI, Z ,43.69,Completado,N/A,N/A
1757,María_1757,30,0.0,15/09/2020,True, ,34.43,Completado,N/A,N/A
668,François-668,26,5551.0,2019/01/10,NO, a ,68.55,Completado,N/A,N/A
258,Lía-258,34,0.0,2019-11-14,T,A,77.39,Completado,N/A,N/A
972, Tech–Labs_972 ,69,5158.88,2024-02-16T00:00:00,NO, b ,106.37,Completado,N/A,N/A
1874, André_1874 ,51,6642.0,2019-09-28,SI,a,57.99,Completado,N/A,N/A
428, Ñandú 428 ,36,7149.0,2024-01-05,1,,"76,17",Completado,N/A,N/A
638,Tech–Labs-638,68,0.0,2022-07-20,True,,106.81,Completado,N/A,N/A
1557,François 1557,28,5347.0,2024-04-23,False,B,103.18,Completado,N/A,N/A
375,Niño-375,39,0.0,30/03/2022,True,,"78,68",Completado,N/A,N/A
749,François 749,59,7970.0,03-01-2019,1,A,58.04,Completado,N/A,N/A
6,José-6,59,4747.0,2021-09-02,1,B,48.62,Completado,N/A,N/A
681, García_681 ,33,3481.0,2020-03-27,T,a,80.0,Completado,N/A,N/A
1462, Tech–Labs_1462 ,26,4735.0,31/01/2020,NO,c,91.99,Completado,N/A,N/A
928,André 928,47,5867.0,2022/01/24,T, D ,48.1,Completado,N/A,N/A
1056,Niño_1056,121,8322.19,18/12/2021,1,Z,"94,26",Completado,N/A,N/A
981,Müller-981,61,0.0,23/11/2020,NO,a,45.62,Completado,N/A,N/A
712,Ana_712,63,2869.0,0000-00-00,T,A,"71,72",Completado,N/A,N/A
1959,José 1959,25,2319.21,0000-00-00,true,c,49.99,Completado,N/A,N/A
1264,Tech–Labs_1264,62,7978.93,,true,D,50.6,Completado,N/A,N/A
73,Sofía_73,65,0.0,27/04/2022,True,D,89.03,Completado,N/A,N/A
502, Ñandú 502 ,50,5859.0,0000-00-00,True,,76.16,Completado,N/A,N/A
1852,O'Connor 1852,40,0.0,2024/11/22,True, N/A ,32.31,Completado,N/A,N/A
1338,Lía 1338,50,0.0,0000-00-00,NO,,60.63,Completado,N/A,N/A
210,García 210,44,4412.0,2021/08/17,T,c,"70,25",Completado,N/A,N/A
1058,Sofía_1058,52,0.0,0000-00-00,0,D ,87.4,Completado,N/A,N/A
1984, Usuario 1984 ,52,7063.0,2023-04-18,True, b ,"32,53",Completado,N/A,N/A
1943, Renée 1943 ,56,8050.0,31/02/2022,False, D ,76.16,Completado,N/A,N/A
1254, Ñandú-1254 ,51,4590.0,18/04/2021,T,A,53.72,Completado,N/A,N/A
14, Ana_14 ,53,6911.0,2020-03-31,True,c,75.64,Completado,N/A,N/A
1187,Usuario_1187,26,6753.0,0000-00-00,1,Z,82.29,Completado,N/A,N/A
1073,María_1073,42,5731.0,01/04/2023,1,C,"60,11",Completado,N/A,N/A
369,Ñandú_369,19,5874.0,2025-07-29,False, b ,65.71,Completado,N/A,N/A
155,Renée_155,28,0.0,27-07-2023,SI,,44.96,Completado,N/A,N/A
319,Tech–Labs 319,47,8276.0,0000-00-00,SI,c,"105,89",Completado,N/A,N/A
1825,Ñandú_1825,48,6600.0,10/02/2021,True,B,97.44,Completado,N/A,N/A
1466,"Compañía ""ACME""_1466",69,0.0,31/02/2022,False,A,91.97,Completado,N/A,N/A
1468,María_1468,63,0.0,2022-09-19,False,C,77.62,Completado,N/A,N/A
1227,Tech–Labs 1227,35,7851.0,2020-11-09,True, b ,"99,80",Completado,N/A,N/A
908,Usuario-908,40,2969.0,31/02/2022,NO, D ,99.65,Completado,N/A,N/A
1631,Sofía_1631,38,0.0,17-04-2019,SI,B,55.48,Completado,N/A,N/A
135, André-135 ,33,6455.0,2023-09-16,T,Z,62.93,Completado,N/A,N/A
1677,O'Connor 1677,,0.0,2019-05-27,1, b ,108.79,Completado,N/A,N/A
1059,Usuario 1059,44,0.0,0000-00-00,True,,84.13,Completado,N/A,N/A
1748,Renée 1748,25,0.0,2019-06-03,false,D ,104.74,Completado,N/A,N/A
1422, Sofía 1422 ,37,8523.1,2021-05-21,true, a ,99.35,Completado,N/A,N/A
825, François_825 ,50,0.0,2022/09/13,False,a,103.66,Completado,N/A,N/A
1253,O'Connor 1253,43,0.0,2024-04-13,false,c,80.54,Completado,N/A,N/A
16,Ana_16,62,0.0,06/03/2019,1, N/A ,31.25,Completado,N/A,N/A
648,François 648,46,0.0,31/02/2022,True,,49.23,Completado,N/A,N/A
1032, Renée-1032 ,36,7618.0,2023/07/23,F, B ,56.19,Completado,N/A,N/A
559,Ñandú 559,51,6857.0,2019-12-07,NO,D,57.4,Completado,N/A,N/A
1983,Müller 1983,57,0.0,27/06/2022,SI,,96.63,Completado,N/A,N/A
788,García 788,67,3135.0,0000-00-00,T,a,85.97,Completado,N/A,N/A
765,José_765,63,0.0,2023-05-29T00:00:00,true,D ,82.96,Completado,N/A,N/A
957,Niño-957,43,0.0,2021-11-09T00:00:00,0, b ,82.15,Completado,N/A,N/A
1146,"Compañía ""ACME"" 1146",20,2882.0,2021-05-20,T,Z,78.05,Completado,N/A,N/A
1472, García-1472 ,37,3067.0,08-05-2019,NO,,84.89,Completado,N/A,N/A
131,Sofía-131,68,0.0,2019-05-18,1, Z ,104.13,Completado,N/A,N/A
279,O'Connor_279,37,8072.68,2022-11-11,SI, Z ,54.96,Completado,N/A,N/A
1242,Tech–Labs 1242,36,0.0,0000-00-00,0,a,41.15,Completado,N/A,N/A
1831,Ana_1831,46,2532.0,2020-05-08,NO,c,92.18,Completado,N/A,N/A
1393, García_1393 ,44,0.0,21/04/2024,True,c,103.18,Completado,N/A,N/A
1403,Tech–Labs_1403,45,2020.0,2021-11-04,NO,D,"40,88",Completado,N/A,N/A
250,Müller 250,40,5170.0,2021/11/09,False, D ,109.59,Completado,N/A,N/A
709,Sofía-709,57,0.0,30/08/2022,NO, b ,77.77,Completado,N/A,N/A
612,Müller 612,55,4005.0,2020/02/02,F,D,63.09,Completado,N/A,N/A
197,Tech–Labs_197,68,0.0,24-02-2019,false, b ,105.69,Completado,N/A,N/A
469,Ñandú 469,68,5157.0,2020-08-10,true,a,34.98,Completado,N/A,N/A
1888,François_1888,29,7929.0,21/04/2025,false,Z,65.77,Completado,N/A,N/A
570,Usuario 570,68,0.0,0000-00-00,False, C ,78.17,Completado,N/A,N/A
948,Usuario_948,44,0.0,22/02/2024,false,C,36.48,Completado,N/A,N/A
1647, José 1647 ,32,0.0,2019-12-31,1,B,107.44,Completado,N/A,N/A
1733,O'Connor_1733,50,0.0,2022-06-08,NO,c,45.03,Completado,N/A,N/A
1881,Renée-1881,69,0.0,09/05/2025,True,c,108.48,Completado,N/A,N/A
137,André-137,68,7124.0,2023-01-29T00:00:00,1, b ,52.29,Completado,N/A,N/A
483, José 483 ,-5,7906.0,0000-00-00,SI,Z,"70,42",Completado,N/A,N/A
234,O'Connor-234,41,8331.0,26/01/2022,0,,100.8,Completado,N/A,N/A
934,Niño 934,53,7018.0,2022-11-10,NO,A,"83,11",Completado,N/A,N/A
551," Compañía ""ACME"" 551 ",47,0.0,2024-10-23,SI,A,40.86,Completado,N/A,N/A
883,José 883,56,5847.0,2021-05-25,1,a,"103,31",Completado,N/A,N/A
631,"Compañía ""ACME"" 631",22,5645.0,07-03-2025,False, a ,73.75,Completado,N/A,N/A
204,García 204,27,4198.0,31/02/2022,False,Z,100.12,Completado,N/A,N/A
815,Usuario 815,66,7074.0,31/02/2022,T,A,71.03,Completado,N/A,N/A
1496, O'Connor-1496 ,30,6086.0,27-10-2020,T,D ,74.97,Completado,N/A,N/A
1679,Müller 1679,18,5498.0,2022-12-15,True, b ,45.56,Completado,N/A,N/A
891,Usuario 891,58,4463.0,2020-12-26T00:00:00,SI, N/A ,95.63,Completado,N/A,N/A
1218,José-1218,53,0.0,2023-01-29T00:00:00,F,C,53.0,Completado,N/A,N/A
1812,"Compañía ""ACME""-1812",36,6462.0,2020-07-03,False,D ,101.5,Completado,N/A,N/A
1991,Niño 1991,68,4552.0,20-07-2021,0, b ,38.31,Completado,N/A,N/A
1398,André 1398,43,6179.0,,SI, D ,104.66,Completado,N/A,N/A
814,Müller 814,42,4535.0,2024-04-16,true,D,"101,19",Completado,N/A,N/A
977,Niño 977,25,6050.0,28/05/2025,NO,,73.22,Completado,N/A,N/A
1597, O'Connor 1597 ,29,8052.0,25/07/2023,1,a,31.24,Completado,N/A,N/A
603,"Compañía ""ACME""-603",59,0.0,20/10/2021,F,D,64.62,Completado,N/A,N/A
317,José 317,-5,5374.0,2025-05-23,False,D ,"48,88",Completado,N/A,N/A
1957,Ñandú 1957,62,0.0,31/02/2022,true,B,71.64,Completado,N/A,N/A
1521,Ana-1521,30,0.0,06/12/2020,True,,72.21,Completado,N/A,N/A
37,José-37,28,0.0,2019-10-21,False, N/A ,59.42,Completado,N/A,N/A
562,Sofía_562,28,0.0,21/11/2024,1,a,56.07,Completado,N/A,N/A
680,Tech–Labs 680,23,0.0,2023-02-15,SI, ,"106,20",Completado,N/A,N/A
1689,María 1689,29,8005.0,2021-08-22,F,A,"76,81",Completado,N/A,N/A
1612,José 1612,25,0.0,2020/01/08,1, D ,70.3,Completado,N/A,N/A
964, José_964 ,68,6141.0,2020-08-22T00:00:00,T,,103.93,Completado,N/A,N/A
1799,Sofía-1799,55,8030.0,2023-04-06T00:00:00,1, D ,100.79,Completado,N/A,N/A
1927,"Compañía ""ACME""_1927",57,4550.0,,NO, B ,38.09,Completado,N/A,N/A
798,"Compañía ""ACME""_798",34,2924.0,2024-04-22T00:00:00,true,,74.15,Completado,N/A,N/A
513,Ana_513,37,0.0,2024-04-12,1, ,83.54,Completado,N/A,N/A
1360,Lía 1360,57,6994.75,2019-08-19,NO,C,93.3,Completado,N/A,N/A
966,Müller-966,0,8150.0,2020/01/01,1, C ,54.58,Completado,N/A,N/A
973,O'Connor-973,58,0.0,2023-02-28,1,Z,76.54,Completado,N/A,N/A
995, García 995 ,46,7506.0,24-09-2022,0,B,89.38,Completado,N/A,N/A
918,André-918,26,0.0,2022-03-16,False,A,43.52,Completado,N/A,N/A
1714,Niño_1714,48,0.0,26/05/2022,true,A,70.46,Completado,N/A,N/A
1712,Lía 1712,43,7158.0,2022-03-30,NO,D,104.44,Completado,N/A,N/A
1566,Sofía_1566,55,0.0,2024-11-22,True,a,"30,78",Completado,N/A,N/A
1489,María 1489,56,0.0,2019-12-25T00:00:00,SI,D,87.16,Completado,N/A,N/A
1097,André-1097,,8836.0,2024-11-25,True,a,53.12,Completado,N/A,N/A
464, Renée-464 ,50,2894.0,2025-07-02,true,B,"84,70",Completado,N/A,N/A
1822, Tech–Labs-1822 ,33,0.0,2020-10-26,True,,87.62,Completado,N/A,N/A
162,Ñandú 162,61,3908.74,2022-03-06,False, b ,46.4,Completado,N/A,N/A
1132,Renée-1132,-5,5836.0,,0,A,94.45,Completado,N/A,N/A
1015, François_1015 ,121,0.0,07/05/2019,T,,63.27,Completado,N/A,N/A
713,José 713,68,8864.0,2020/01/25,False,,93.98,Completado,N/A,N/A
276,Ana 276,58,2886.0,2025-01-13,0, b ,53.87,Completado,N/A,N/A
380,Ana_380,39,0.0,14-07-2020,0,C,39.31,Completado,N/A,N/A
1143, Tech–Labs 1143 ,38,6517.71,2023-06-30,True,c,83.35,Completado,N/A,N/A
70,Müller-70,47,2119.0,2021-04-10,False,D ,"64,68",Completado,N/A,N/A
264,Niño 264,27,0.0,24/04/2023,True,A,42.86,Completado,N/A,N/A
333,O'Connor_333,121,0.0,31/02/2022,0,B,76.17,Completado,N/A,N/A
1486,María 1486,28,4243.0,2024-02-10,NO,B,67.74,Completado,N/A,N/A
1386,Lía 1386,52,5761.0,25-03-2025,T,,52.25,Completado,N/A,N/A
151,Ana_151,38,7622.03,2025/07/25,1, D ,"43,87",Completado,N/A,N/A
1541,Ana_1541,58,3465.13,31/02/2022,NO,Z,100.5,Completado,N/A,N/A
77,Usuario-77,43,0.0,2023-06-24T00:00:00,SI,D ,"43,86",Completado,N/A,N/A
432,André 432,56,5137.0,2024-11-29T00:00:00,SI, b ,92.7,Completado,N/A,N/A
1099,Tech–Labs_1099,36,4481.0,31/02/2022,true,c,70.27,Completado,N/A,N/A
1752,Ñandú 1752,46,7266.0,2019-09-16,true,A,77.44,Completado,N/A,N/A
1974,Ana 1974,35,0.0,24/06/2019,true,D ,69.81,Completado,N/A,N/A
170,José-170,24,8697.0,2023-01-11T00:00:00,T,Z,"43,34",Completado,N/A,N/A
1442,Niño-1442,25,0.0,2025-02-20,1,D,84.61,Completado,N/A,N/A
1858,François_1858,64,0.0,0000-00-00,True,Z,105.44,Completado,N/A,N/A
186,Tech–Labs_186,58,8387.0,2020-06-20,0,a,99.08,Completado,N/A,N/A
66,Renée_66,39,0.0,2022-02-22,false, C ,"97,11",Completado,N/A,N/A
1127,"Compañía ""ACME""-1127",69,0.0,2021-12-05T00:00:00,true,Z,89.33,Completado,N/A,N/A
473,François 473,32,8747.0,20/02/2021,F,,49.1,Completado,N/A,N/A
86,Niño_86,68,5267.0,2021-04-05,0, C ,85.74,Completado,N/A,N/A
1903,Sofía-1903,51,3421.0,13/11/2020,0, c ,96.73,Completado,N/A,N/A
1268,José_1268,20,6124.0,0000-00-00,NO, b ,31.97,Completado,N/A,N/A
1919, Ñandú-1919 ,53,0.0,11/08/2020,False,C,54.69,Completado,N/A,N/A
167,Usuario-167,57,5762.0,0000-00-00,true,,65.1,Completado,N/A,N/A
1844,"Compañía ""ACME"" 1844",23,0.0,2024-04-25,False,D ,59.81,Completado,N/A,N/A
500, Niño 500 ,30,3138.0,2020-10-07,True, a ,83.66,Completado,N/A,N/A
172, Usuario-172 ,46,3120.0,08/08/2021,SI,c,41.45,Completado,N/A,N/A
1474,Lía-1474,44,4362.0,2025-02-02T00:00:00,True,D ,91.31,Completado,N/A,N/A
49,André 49,46,6973.0,2019-12-04,0,A,68.85,Completado,N/A,N/A
1698, Renée 1698 ,39,0.0,2020-03-27T00:00:00,true,,82.07,Completado,N/A,N/A
1068,Niño 1068,46,0.0,2023-02-09,False,B,32.66,Completado,N/A,N/A
98,François-98,-5,2953.0,2023-03-23,1,D,64.09,Completado,N/A,N/A
1606, Tech–Labs 1606 ,66,3232.24,2020-03-18,1,a,100.26,Completado,N/A,N/A
1681,O'Connor-1681,33,3025.71,21/12/2022,1,a,63.8,Completado,N/A,N/A
1508,Lía 1508,41,6039.0,,NO,D ,62.51,Completado,N/A,N/A
174,O'Connor 174,55,6910.0,2025/03/25,1,D ,66.56,Completado,N/A,N/A
1144,André-1144,52,7133.09,2024-01-04,True,,72.21,Completado,N/A,N/A
1109,Müller-1109,38,5168.0,2024-10-22,SI,A,"107,42",Completado,N/A,N/A
628,André-628,64,6781.0,2023-11-12,1,D,"104,45",Completado,N/A,N/A
1136," Compañía ""ACME""_1136 ",37,8701.0,2021-06-17,NO,,69.39,Completado,N/A,N/A
1817,Usuario-1817,47,0.0,2020-07-14T00:00:00,False,,103.74,Completado,N/A,N/A
335,Niño_335,,8924.0,0000-00-00,0,a,100.28,Completado,N/A,N/A
645,María 645,53,5318.0,2020/10/28,False,,106.39,Completado,N/A,N/A
1150, García-1150 ,28,2739.0,26/03/2023,1,,95.05,Completado,N/A,N/A
896,José_896,62,6590.0,2023-05-29,False,,101.84,Completado,N/A,N/A
821,Müller_821,29,0.0,02/07/2022,True,B,57.01,Completado,N/A,N/A
1776,Ñandú-1776,44,0.0,2019-03-11,0,D ,98.47,Completado,N/A,N/A
1030,María-1030,18,4476.0,22/05/2020,False,Z,"39,74",Completado,N/A,N/A
1482,María-1482,24,0.0,2024-08-20T00:00:00,True,A,32.88,Completado,N/A,N/A
1537, Ana-1537 ,,2440.0,2024-02-04,true,B,"52,99",Completado,N/A,N/A
971,André 971,42,4665.0,21/05/2020,true,,82.78,Completado,N/A,N/A
848, García-848 ,42,0.0,2022-01-01,1,Z,90.09,Completado,N/A,N/A
1022, Tech–Labs_1022 ,40,0.0,2022-08-19,1, Z ,32.02,Completado,N/A,N/A
1339, Niño_1339 ,49,7764.0,31/02/2022,False,B,"96,40",Completado,N/A,N/A
1295, Renée 1295 ,18,0.0,2023-04-09,0,D ,70.05,Completado,N/A,N/A
1519,O'Connor-1519,31,5879.0,2021-11-23T00:00:00,false, b ,39.83,Completado,N/A,N/A
1782,François_1782,121,0.0,2021/05/23,T,B,"74,54",Completado,N/A,N/A
1287,Tech–Labs-1287,43,3840.42,2020-12-27,false,B,84.96,Completado,N/A,N/A
1853,O'Connor-1853,49,4682.0,20/12/2021,false, c ,32.59,Completado,N/A,N/A
683,Müller 683,20,0.0,31/02/2022,True,D ,"73,91",Completado,N/A,N/A
718,García-718,30,6351.06,24/05/2021,false,B,69.29,Completado,N/A,N/A
458,Renée 458,37,2874.0,2023-01-04,F,B,57.67,Completado,N/A,N/A
936,Müller_936,38,0.0,2023-10-18,false,,57.28,Completado,N/A,N/A
1464,François 1464,69,4277.0,2019-07-01T00:00:00,SI,B,38.23,Completado,N/A,N/A
750, José-750 ,57,4621.0,0000-00-00,True,D ,59.56,Completado,N/A,N/A
1406,Sofía-1406,68,6756.0,09/08/2023,NO,C,"34,23",Completado,N/A,N/A
1420,García_1420,35,8552.0,27/10/2021,0,c,69.46,Completado,N/A,N/A
173,Müller 173,21,6612.0,2023-07-17,F, C ,"90,37",Completado,N/A,N/A
793, André_793 ,37,7263.0,30-07-2021,T,C,82.72,Completado,N/A,N/A
880,"Compañía ""ACME"" 880",64,2807.58,2023-10-10T00:00:00,1,C,"96,18",Completado,N/A,N/A
1693,Ñandú-1693,32,7625.0,2024-09-06,T,A,63.26,Completado,N/A,N/A
1682, André 1682 ,30,4022.0,2025-02-20,F,,"59,02",Completado,N/A,N/A
1267,Renée 1267,46,3017.0,0000-00-00,NO,D ,109.81,Completado,N/A,N/A
1754,François-1754,53,3100.0,03-11-2020,0,D ,38.0,Completado,N/A,N/A
1975,Ana_1975,19,6150.0,16-04-2023,F, b ,41.5,Completado,N/A,N/A
1341,François 1341,50,3777.29,08-09-2023,True, C ,68.87,Completado,N/A,N/A
1787,Tech–Labs-1787,64,8450.0,26-01-2020,True, B ,103.02,Completado,N/A,N/A
386,Ana 386,63,4946.0,14-05-2024,0,B,96.02,Completado,N/A,N/A
1265,François-1265,59,5258.0,2020/04/15,1,Z,95.69,Completado,N/A,N/A
